#ra	dec	l	b	pos_err	rm	rm_err	rm_width	rm_width_err	complex_flag	complex_test	rm_method	ionosphere	Ncomp	stokesI	stokesI_err	spectral_index	spectral_index_err	reffreq_I	polint	polint_err	pol_bias	flux_type	fracpol	fracpol_err	polangle	polangle_err	reffreq_pol	stokesQ	stokesQ_err	stokesU	stokesU_err	derot_polangle	derot_polangle_err	stokesV	stokesV_err	beam_maj	beam_min	beam_pa	reffreq_beam	minfreq	maxfreq	channelwidth	Nchan	noise_chan	telescope	int_time	epoch	interval	leakage	beamdist	catalog	dataref	cat_id	id	type	flagA_name	flagA_value	flagB_name	flagB_value	flagC_name	flagC_value	notes
295.19416666666666	20.0	56.6	-1.11	nan	-170.0	26.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
294.01000000000005	21.0	56.62	0.17	nan	117.0	18.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
293.3808333333333	21.0	56.85	0.97	nan	-4.0	6.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
292.85375	22.0	57.58	1.93	nan	53.0	11.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
297.0029166666667	20.0	57.83	-2.36	nan	-174.0	5.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
297.46541666666667	21.0	58.29	-2.59	nan	-152.0	12.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
292.955	23.0	58.38	2.26	nan	41.0	10.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
292.65791666666667	23.0	58.48	2.62	nan	112.0	12.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
295.98999999999995	22.0	58.77	-0.73	nan	-17.0	12.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
297.56083333333333	21.0	58.78	-2.4	nan	-210.0	4.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
295.20958333333334	23.0	58.97	0.2	nan	73.0	8.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
293.685	23.0	59.03	1.85	nan	-105.0	14.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
292.8275	24.0	59.17	2.82	nan	89.0	12.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
292.56416666666667	24.0	59.37	3.21	nan	2.0	7.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
292.2591666666667	25.0	59.47	3.57	nan	-44.0	14.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
292.41583333333335	25.0	59.48	3.42	nan	-83.0	8.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
293.83458333333334	24.0	59.48	1.95	nan	-79.0	9.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
295.82625	23.0	59.6	-0.07	nan	-387.0	8.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
297.17083333333335	23.0	59.87	-1.35	nan	-85.0	15.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
292.7054166666666	25.0	60.09	3.45	nan	-67.0	7.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
294.32916666666665	25.0	60.29	1.89	nan	-102.0	5.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
295.20208333333335	24.0	60.44	1.06	nan	-54.0	10.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
297.0083333333333	24.0	60.78	-0.64	nan	-184.0	10.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
294.8925	25.0	60.81	1.59	nan	24.0	8.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
298.52416666666664	23.0	61.07	-2.08	nan	-154.0	6.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
292.81125	26.0	61.16	3.92	nan	214.0	7.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
294.74291666666664	26.0	61.95	2.39	nan	58.0	21.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
299.2729166666667	24.0	61.98	-2.33	nan	-179.0	15.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
298.2029166666667	25.0	62.36	-0.96	nan	-96.0	11.0	nan	nan	U		Unknown	Unknown	1	1.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
298.96750000000003	25.0	62.36	-1.77	nan	-53.0	5.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
295.985	26.0	62.48	1.42	nan	86.0	8.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
96.07833333333333	4.0	205.43	-3.75	nan	60.0	10.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
104.00416666666668	8.0	205.81	4.91	nan	26.0	8.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
102.69125	7.0	205.92	3.39	nan	26.0	15.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
99.02374999999999	4.0	207.14	-1.33	nan	59.0	7.0	nan	nan	U		Unknown	Unknown	1	1.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
103.55291666666666	6.0	207.37	3.62	nan	109.0	7.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
103.28791666666666	6.0	207.52	3.25	nan	128.0	7.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
96.61666666666667	2.0	207.82	-4.39	nan	-17.0	9.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
102.50291666666666	5.0	207.97	2.14	nan	153.0	5.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
98.79249999999999	2.0	209.15	-2.62	nan	112.0	7.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
97.0525	1.0	209.25	-4.63	nan	34.0	12.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
105.50708333333333	5.0	209.31	4.81	nan	92.0	14.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
102.26916666666666	3.0	209.5	1.1	nan	-45.0	5.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
103.45791666666666	4.0	209.59	2.38	nan	42.0	10.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
99.23583333333333	1.0	210.12	-2.62	nan	99.0	5.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
97.96458333333334	0.0	210.16	-4.08	nan	7.0	15.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
102.74874999999999	2.0	210.51	1.11	nan	58.0	5.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
100.63333333333333	0.0	211.12	-1.56	nan	179.0	5.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
102.8175	1.0	211.18	0.85	nan	81.0	9.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
104.24041666666666	2.0	211.26	2.41	nan	73.0	7.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
102.84125	1.0	211.67	0.63	nan	79.0	13.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
101.23333333333333	0.0	212.85	-1.78	nan	187.0	13.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
107.16083333333334	1.0	213.14	4.73	nan	13.0	13.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
106.32333333333332	1.0	213.49	3.62	nan	57.0	7.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
100.065	-2.0	213.84	-3.6	nan	150.0	9.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
102.60708333333334	-1.0	214.49	-1.08	nan	86.0	14.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
107.72333333333333	0.0	214.76	4.53	nan	29.0	6.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
105.82958333333333	0.0	215.05	2.26	nan	14.0	15.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
106.89083333333333	0.0	215.07	3.44	nan	42.0	4.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
107.42541666666666	0.0	215.17	3.99	nan	38.0	6.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
107.29708333333333	0.0	215.65	3.59	nan	32.0	6.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
103.51083333333334	-2.0	215.73	-0.7	nan	62.0	11.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
104.63416666666667	-2.0	216.04	0.4	nan	103.0	16.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
105.91041666666666	-2.0	216.5	1.6	nan	7.0	5.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
101.05791666666667	-5.0	216.82	-4.0	nan	153.0	3.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
104.82625	-3.0	216.89	0.18	nan	88.0	7.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
108.60083333333333	-1.0	217.27	4.23	nan	64.0	7.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
109.17541666666666	-1.0	217.45	4.78	nan	122.0	5.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
103.71000000000001	-4.0	217.48	-1.37	nan	202.0	7.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
102.44	-5.0	217.78	-2.95	nan	88.0	9.0	nan	nan	U		Unknown	Unknown	1	0.0	nan	nan	nan	nan	0.0	nan	Unknown	Unknown	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2147483648	nan	Unknown	nan	nan	nan	nan	nan	2008ApJ...688.1029M			-2147483648								
